Grid_ID,Grid_X,Grid_Y,Center_Latitude,Center_Longitude,South_Latitude,North_Latitude,West_Longitude,East_Longitude,Cell_Size_m,Cell_Area_m2,Cell_Area_hectares,Historical_Samples,Historical_Unique_Dates,Persistent_Reliable_Cell,Observation_Support,Inside_Study_Footprint
8420_1424,8420,1424,12.796442687747035,77.62573604527645,12.79195113187208,12.80093424362199,77.62112671471144,77.63034537584146,1000,1000000,100,2,2,False,Limited,True
8421_1424,8421,1424,12.796442687747035,77.63495470640646,12.79195113187208,12.80093424362199,77.63034537584146,77.63956403697146,1000,1000000,100,0,0,False,Prediction Only,True
8422_1424,8422,1424,12.796442687747035,77.64417336753648,12.79195113187208,12.80093424362199,77.63956403697146,77.64878269810148,1000,1000000,100,0,0,False,Prediction Only,True
8423_1424,8423,1424,12.796442687747035,77.65339202866649,12.79195113187208,12.80093424362199,77.64878269810148,77.65800135923149,1000,1000000,100,0,0,False,Prediction Only,True
8424_1424,8424,1424,12.796442687747035,77.66261068979651,12.79195113187208,12.80093424362199,77.65800135923149,77.66722002036151,1000,1000000,100,0,0,False,Prediction Only,True
8425_1424,8425,1424,12.796442687747035,77.67182935092652,12.79195113187208,12.80093424362199,77.66722002036151,77.67643868149152,1000,1000000,100,0,0,False,Prediction Only,True
8426_1424,8426,1424,12.796442687747035,77.68104801205654,12.79195113187208,12.80093424362199,77.67643868149152,77.68565734262154,1000,1000000,100,0,0,False,Prediction Only,True
8427_1424,8427,1424,12.796442687747035,77.69026667318654,12.79195113187208,12.80093424362199,77.68565734262154,77.69487600375155,1000,1000000,100,0,0,False,Prediction Only,True
8428_1424,8428,1424,12.796442687747035,77.69948533431655,12.79195113187208,12.80093424362199,77.69487600375155,77.70409466488157,1000,1000000,100,2,2,False,Limited,True
8429_1424,8429,1424,12.796442687747035,77.70870399544657,12.79195113187208,12.80093424362199,77.70409466488157,77.71331332601157,1000,1000000,100,1,1,False,Limited,True
8430_1424,8430,1424,12.796442687747035,77.71792265657658,12.79195113187208,12.80093424362199,77.71331332601157,77.7225319871416,1000,1000000,100,0,0,False,Prediction Only,True
8431_1424,8431,1424,12.796442687747035,77.7271413177066,12.79195113187208,12.80093424362199,77.7225319871416,77.7317506482716,1000,1000000,100,0,0,False,Prediction Only,True
8432_1424,8432,1424,12.796442687747035,77.7363599788366,12.79195113187208,12.80093424362199,77.7317506482716,77.74096930940162,1000,1000000,100,0,0,False,Prediction Only,True
8433_1424,8433,1424,12.796442687747035,77.74557863996662,12.79195113187208,12.80093424362199,77.74096930940162,77.75018797053163,1000,1000000,100,3,2,False,Limited,True
8401_1425,8401,1425,12.805425799496946,77.4505814838062,12.80093424362199,12.809917355371901,77.44597215324119,77.4551908143712,1000,1000000,100,3,3,True,Moderate,True
8402_1425,8402,1425,12.805425799496946,77.45980014493621,12.80093424362199,12.809917355371901,77.4551908143712,77.46440947550121,1000,1000000,100,3,3,True,Moderate,True
8403_1425,8403,1425,12.805425799496946,77.46901880606623,12.80093424362199,12.809917355371901,77.46440947550121,77.47362813663123,1000,1000000,100,6,5,True,High,True
8404_1425,8404,1425,12.805425799496946,77.47823746719624,12.80093424362199,12.809917355371901,77.47362813663123,77.48284679776124,1000,1000000,100,7,3,True,Moderate,True
8405_1425,8405,1425,12.805425799496946,77.48745612832626,12.80093424362199,12.809917355371901,77.48284679776124,77.49206545889126,1000,1000000,100,2,2,False,Limited,True
8406_1425,8406,1425,12.805425799496946,77.49667478945626,12.80093424362199,12.809917355371901,77.49206545889126,77.50128412002127,1000,1000000,100,3,3,True,Moderate,True
8407_1425,8407,1425,12.805425799496946,77.50589345058627,12.80093424362199,12.809917355371901,77.50128412002127,77.51050278115129,1000,1000000,100,2,2,False,Limited,True
8408_1425,8408,1425,12.805425799496946,77.51511211171629,12.80093424362199,12.809917355371901,77.51050278115129,77.5197214422813,1000,1000000,100,4,3,True,Moderate,True
8409_1425,8409,1425,12.805425799496946,77.5243307728463,12.80093424362199,12.809917355371901,77.5197214422813,77.52894010341132,1000,1000000,100,2,2,False,Limited,True
8410_1425,8410,1425,12.805425799496946,77.53354943397632,12.80093424362199,12.809917355371901,77.52894010341132,77.53815876454132,1000,1000000,100,5,4,True,Moderate,True
8411_1425,8411,1425,12.805425799496946,77.54276809510633,12.80093424362199,12.809917355371901,77.53815876454132,77.54737742567134,1000,1000000,100,1,1,False,Limited,True
8412_1425,8412,1425,12.805425799496946,77.55198675623635,12.80093424362199,12.809917355371901,77.54737742567134,77.55659608680135,1000,1000000,100,7,5,True,High,True
8413_1425,8413,1425,12.805425799496946,77.56120541736635,12.80093424362199,12.809917355371901,77.55659608680135,77.56581474793137,1000,1000000,100,1,1,False,Limited,True
8414_1425,8414,1425,12.805425799496946,77.57042407849637,12.80093424362199,12.809917355371901,77.56581474793137,77.57503340906138,1000,1000000,100,4,3,True,Moderate,True
8415_1425,8415,1425,12.805425799496946,77.57964273962638,12.80093424362199,12.809917355371901,77.57503340906138,77.5842520701914,1000,1000000,100,1,1,False,Limited,True
8416_1425,8416,1425,12.805425799496946,77.5888614007564,12.80093424362199,12.809917355371901,77.5842520701914,77.5934707313214,1000,1000000,100,3,1,False,Limited,True
8417_1425,8417,1425,12.805425799496946,77.5980800618864,12.80093424362199,12.809917355371901,77.5934707313214,77.60268939245141,1000,1000000,100,0,0,False,Prediction Only,True
8418_1425,8418,1425,12.805425799496946,77.60729872301643,12.80093424362199,12.809917355371901,77.60268939245141,77.61190805358143,1000,1000000,100,6,5,True,High,True
8419_1425,8419,1425,12.805425799496946,77.61651738414643,12.80093424362199,12.809917355371901,77.61190805358143,77.62112671471144,1000,1000000,100,2,2,False,Limited,True
8420_1425,8420,1425,12.805425799496946,77.62573604527645,12.80093424362199,12.809917355371901,77.62112671471144,77.63034537584146,1000,1000000,100,4,3,True,Moderate,True
8421_1425,8421,1425,12.805425799496946,77.63495470640646,12.80093424362199,12.809917355371901,77.63034537584146,77.63956403697146,1000,1000000,100,6,5,True,High,True
8422_1425,8422,1425,12.805425799496946,77.64417336753648,12.80093424362199,12.809917355371901,77.63956403697146,77.64878269810148,1000,1000000,100,2,2,False,Limited,True
8423_1425,8423,1425,12.805425799496946,77.65339202866649,12.80093424362199,12.809917355371901,77.64878269810148,77.65800135923149,1000,1000000,100,2,2,False,Limited,True
8424_1425,8424,1425,12.805425799496946,77.66261068979651,12.80093424362199,12.809917355371901,77.65800135923149,77.66722002036151,1000,1000000,100,2,2,False,Limited,True
8425_1425,8425,1425,12.805425799496946,77.67182935092652,12.80093424362199,12.809917355371901,77.66722002036151,77.67643868149152,1000,1000000,100,3,3,True,Moderate,True
8426_1425,8426,1425,12.805425799496946,77.68104801205654,12.80093424362199,12.809917355371901,77.67643868149152,77.68565734262154,1000,1000000,100,2,2,False,Limited,True
8427_1425,8427,1425,12.805425799496946,77.69026667318654,12.80093424362199,12.809917355371901,77.68565734262154,77.69487600375155,1000,1000000,100,0,0,False,Prediction Only,True
8428_1425,8428,1425,12.805425799496946,77.69948533431655,12.80093424362199,12.809917355371901,77.69487600375155,77.70409466488157,1000,1000000,100,4,4,True,Moderate,True
8429_1425,8429,1425,12.805425799496946,77.70870399544657,12.80093424362199,12.809917355371901,77.70409466488157,77.71331332601157,1000,1000000,100,2,2,False,Limited,True
8430_1425,8430,1425,12.805425799496946,77.71792265657658,12.80093424362199,12.809917355371901,77.71331332601157,77.7225319871416,1000,1000000,100,2,1,False,Limited,True
8431_1425,8431,1425,12.805425799496946,77.7271413177066,12.80093424362199,12.809917355371901,77.7225319871416,77.7317506482716,1000,1000000,100,2,1,False,Limited,True
8432_1425,8432,1425,12.805425799496946,77.7363599788366,12.80093424362199,12.809917355371901,77.7317506482716,77.74096930940162,1000,1000000,100,2,1,False,Limited,True
8433_1425,8433,1425,12.805425799496946,77.74557863996662,12.80093424362199,12.809917355371901,77.74096930940162,77.75018797053163,1000,1000000,100,2,2,False,Limited,True
8401_1426,8401,1426,12.814408911246856,77.4505814838062,12.809917355371901,12.81890046712181,77.44597215324119,77.4551908143712,1000,1000000,100,2,2,False,Limited,True
8402_1426,8402,1426,12.814408911246856,77.45980014493621,12.809917355371901,12.81890046712181,77.4551908143712,77.46440947550121,1000,1000000,100,6,4,True,Moderate,True
8403_1426,8403,1426,12.814408911246856,77.46901880606623,12.809917355371901,12.81890046712181,77.46440947550121,77.47362813663123,1000,1000000,100,3,3,True,Moderate,True
8404_1426,8404,1426,12.814408911246856,77.47823746719624,12.809917355371901,12.81890046712181,77.47362813663123,77.48284679776124,1000,1000000,100,2,2,False,Limited,True
8405_1426,8405,1426,12.814408911246856,77.48745612832626,12.809917355371901,12.81890046712181,77.48284679776124,77.49206545889126,1000,1000000,100,5,3,True,Moderate,True
8406_1426,8406,1426,12.814408911246856,77.49667478945626,12.809917355371901,12.81890046712181,77.49206545889126,77.50128412002127,1000,1000000,100,4,4,True,Moderate,True
8407_1426,8407,1426,12.814408911246856,77.50589345058627,12.809917355371901,12.81890046712181,77.50128412002127,77.51050278115129,1000,1000000,100,1,1,False,Limited,True
8408_1426,8408,1426,12.814408911246856,77.51511211171629,12.809917355371901,12.81890046712181,77.51050278115129,77.5197214422813,1000,1000000,100,6,4,True,Moderate,True
8409_1426,8409,1426,12.814408911246856,77.5243307728463,12.809917355371901,12.81890046712181,77.5197214422813,77.52894010341132,1000,1000000,100,3,3,True,Moderate,True
8410_1426,8410,1426,12.814408911246856,77.53354943397632,12.809917355371901,12.81890046712181,77.52894010341132,77.53815876454132,1000,1000000,100,4,3,True,Moderate,True
8411_1426,8411,1426,12.814408911246856,77.54276809510633,12.809917355371901,12.81890046712181,77.53815876454132,77.54737742567134,1000,1000000,100,6,5,True,High,True
8412_1426,8412,1426,12.814408911246856,77.55198675623635,12.809917355371901,12.81890046712181,77.54737742567134,77.55659608680135,1000,1000000,100,2,2,False,Limited,True
8413_1426,8413,1426,12.814408911246856,77.56120541736635,12.809917355371901,12.81890046712181,77.55659608680135,77.56581474793137,1000,1000000,100,5,5,True,High,True
8414_1426,8414,1426,12.814408911246856,77.57042407849637,12.809917355371901,12.81890046712181,77.56581474793137,77.57503340906138,1000,1000000,100,1,1,False,Limited,True
8415_1426,8415,1426,12.814408911246856,77.57964273962638,12.809917355371901,12.81890046712181,77.57503340906138,77.5842520701914,1000,1000000,100,1,1,False,Limited,True
8416_1426,8416,1426,12.814408911246856,77.5888614007564,12.809917355371901,12.81890046712181,77.5842520701914,77.5934707313214,1000,1000000,100,4,3,True,Moderate,True
8417_1426,8417,1426,12.814408911246856,77.5980800618864,12.809917355371901,12.81890046712181,77.5934707313214,77.60268939245141,1000,1000000,100,2,2,False,Limited,True
8418_1426,8418,1426,12.814408911246856,77.60729872301643,12.809917355371901,12.81890046712181,77.60268939245141,77.61190805358143,1000,1000000,100,4,3,True,Moderate,True
8419_1426,8419,1426,12.814408911246856,77.61651738414643,12.809917355371901,12.81890046712181,77.61190805358143,77.62112671471144,1000,1000000,100,2,2,False,Limited,True
8420_1426,8420,1426,12.814408911246856,77.62573604527645,12.809917355371901,12.81890046712181,77.62112671471144,77.63034537584146,1000,1000000,100,7,4,True,Moderate,True
8421_1426,8421,1426,12.814408911246856,77.63495470640646,12.809917355371901,12.81890046712181,77.63034537584146,77.63956403697146,1000,1000000,100,5,5,True,High,True
8422_1426,8422,1426,12.814408911246856,77.64417336753648,12.809917355371901,12.81890046712181,77.63956403697146,77.64878269810148,1000,1000000,100,3,3,True,Moderate,True
8423_1426,8423,1426,12.814408911246856,77.65339202866649,12.809917355371901,12.81890046712181,77.64878269810148,77.65800135923149,1000,1000000,100,3,2,False,Limited,True
8424_1426,8424,1426,12.814408911246856,77.66261068979651,12.809917355371901,12.81890046712181,77.65800135923149,77.66722002036151,1000,1000000,100,2,2,False,Limited,True
8425_1426,8425,1426,12.814408911246856,77.67182935092652,12.809917355371901,12.81890046712181,77.66722002036151,77.67643868149152,1000,1000000,100,0,0,False,Prediction Only,True
8426_1426,8426,1426,12.814408911246856,77.68104801205654,12.809917355371901,12.81890046712181,77.67643868149152,77.68565734262154,1000,1000000,100,2,2,False,Limited,True
8427_1426,8427,1426,12.814408911246856,77.69026667318654,12.809917355371901,12.81890046712181,77.68565734262154,77.69487600375155,1000,1000000,100,4,2,False,Limited,True
8428_1426,8428,1426,12.814408911246856,77.69948533431655,12.809917355371901,12.81890046712181,77.69487600375155,77.70409466488157,1000,1000000,100,2,1,False,Limited,True
8429_1426,8429,1426,12.814408911246856,77.70870399544657,12.809917355371901,12.81890046712181,77.70409466488157,77.71331332601157,1000,1000000,100,3,3,True,Moderate,True
8430_1426,8430,1426,12.814408911246856,77.71792265657658,12.809917355371901,12.81890046712181,77.71331332601157,77.7225319871416,1000,1000000,100,1,1,False,Limited,True
8431_1426,8431,1426,12.814408911246856,77.7271413177066,12.809917355371901,12.81890046712181,77.7225319871416,77.7317506482716,1000,1000000,100,4,2,False,Limited,True
8432_1426,8432,1426,12.814408911246856,77.7363599788366,12.809917355371901,12.81890046712181,77.7317506482716,77.74096930940162,1000,1000000,100,3,2,False,Limited,True
8433_1426,8433,1426,12.814408911246856,77.74557863996662,12.809917355371901,12.81890046712181,77.74096930940162,77.75018797053163,1000,1000000,100,2,2,False,Limited,True
8401_1427,8401,1427,12.823392022996766,77.4505814838062,12.81890046712181,12.827883578871722,77.44597215324119,77.4551908143712,1000,1000000,100,0,0,False,Prediction Only,True
8402_1427,8402,1427,12.823392022996766,77.45980014493621,12.81890046712181,12.827883578871722,77.4551908143712,77.46440947550121,1000,1000000,100,3,2,False,Limited,True
8403_1427,8403,1427,12.823392022996766,77.46901880606623,12.81890046712181,12.827883578871722,77.46440947550121,77.47362813663123,1000,1000000,100,3,2,False,Limited,True
8404_1427,8404,1427,12.823392022996766,77.47823746719624,12.81890046712181,12.827883578871722,77.47362813663123,77.48284679776124,1000,1000000,100,5,5,True,High,True
8405_1427,8405,1427,12.823392022996766,77.48745612832626,12.81890046712181,12.827883578871722,77.48284679776124,77.49206545889126,1000,1000000,100,6,5,True,High,True
8406_1427,8406,1427,12.823392022996766,77.49667478945626,12.81890046712181,12.827883578871722,77.49206545889126,77.50128412002127,1000,1000000,100,5,3,True,Moderate,True
8407_1427,8407,1427,12.823392022996766,77.50589345058627,12.81890046712181,12.827883578871722,77.50128412002127,77.51050278115129,1000,1000000,100,2,2,False,Limited,True
8408_1427,8408,1427,12.823392022996766,77.51511211171629,12.81890046712181,12.827883578871722,77.51050278115129,77.5197214422813,1000,1000000,100,2,2,False,Limited,True
8409_1427,8409,1427,12.823392022996766,77.5243307728463,12.81890046712181,12.827883578871722,77.5197214422813,77.52894010341132,1000,1000000,100,4,3,True,Moderate,True
8410_1427,8410,1427,12.823392022996766,77.53354943397632,12.81890046712181,12.827883578871722,77.52894010341132,77.53815876454132,1000,1000000,100,4,3,True,Moderate,True
8411_1427,8411,1427,12.823392022996766,77.54276809510633,12.81890046712181,12.827883578871722,77.53815876454132,77.54737742567134,1000,1000000,100,4,4,True,Moderate,True
8412_1427,8412,1427,12.823392022996766,77.55198675623635,12.81890046712181,12.827883578871722,77.54737742567134,77.55659608680135,1000,1000000,100,5,4,True,Moderate,True
8413_1427,8413,1427,12.823392022996766,77.56120541736635,12.81890046712181,12.827883578871722,77.55659608680135,77.56581474793137,1000,1000000,100,1,1,False,Limited,True
8414_1427,8414,1427,12.823392022996766,77.57042407849637,12.81890046712181,12.827883578871722,77.56581474793137,77.57503340906138,1000,1000000,100,1,1,False,Limited,True
8415_1427,8415,1427,12.823392022996766,77.57964273962638,12.81890046712181,12.827883578871722,77.57503340906138,77.5842520701914,1000,1000000,100,8,5,True,High,True
8416_1427,8416,1427,12.823392022996766,77.5888614007564,12.81890046712181,12.827883578871722,77.5842520701914,77.5934707313214,1000,1000000,100,6,3,True,Moderate,True
8417_1427,8417,1427,12.823392022996766,77.5980800618864,12.81890046712181,12.827883578871722,77.5934707313214,77.60268939245141,1000,1000000,100,3,3,True,Moderate,True
8418_1427,8418,1427,12.823392022996766,77.60729872301643,12.81890046712181,12.827883578871722,77.60268939245141,77.61190805358143,1000,1000000,100,3,2,False,Limited,True
8419_1427,8419,1427,12.823392022996766,77.61651738414643,12.81890046712181,12.827883578871722,77.61190805358143,77.62112671471144,1000,1000000,100,1,1,False,Limited,True
8420_1427,8420,1427,12.823392022996766,77.62573604527645,12.81890046712181,12.827883578871722,77.62112671471144,77.63034537584146,1000,1000000,100,1,1,False,Limited,True
8421_1427,8421,1427,12.823392022996766,77.63495470640646,12.81890046712181,12.827883578871722,77.63034537584146,77.63956403697146,1000,1000000,100,1,1,False,Limited,True
8422_1427,8422,1427,12.823392022996766,77.64417336753648,12.81890046712181,12.827883578871722,77.63956403697146,77.64878269810148,1000,1000000,100,2,2,False,Limited,True
8423_1427,8423,1427,12.823392022996766,77.65339202866649,12.81890046712181,12.827883578871722,77.64878269810148,77.65800135923149,1000,1000000,100,3,2,False,Limited,True
8424_1427,8424,1427,12.823392022996766,77.66261068979651,12.81890046712181,12.827883578871722,77.65800135923149,77.66722002036151,1000,1000000,100,3,3,True,Moderate,True
8425_1427,8425,1427,12.823392022996766,77.67182935092652,12.81890046712181,12.827883578871722,77.66722002036151,77.67643868149152,1000,1000000,100,2,2,False,Limited,True
8426_1427,8426,1427,12.823392022996766,77.68104801205654,12.81890046712181,12.827883578871722,77.67643868149152,77.68565734262154,1000,1000000,100,3,3,True,Moderate,True
8427_1427,8427,1427,12.823392022996766,77.69026667318654,12.81890046712181,12.827883578871722,77.68565734262154,77.69487600375155,1000,1000000,100,4,2,False,Limited,True
8428_1427,8428,1427,12.823392022996766,77.69948533431655,12.81890046712181,12.827883578871722,77.69487600375155,77.70409466488157,1000,1000000,100,1,1,False,Limited,True
8429_1427,8429,1427,12.823392022996766,77.70870399544657,12.81890046712181,12.827883578871722,77.70409466488157,77.71331332601157,1000,1000000,100,3,2,False,Limited,True
8430_1427,8430,1427,12.823392022996766,77.71792265657658,12.81890046712181,12.827883578871722,77.71331332601157,77.7225319871416,1000,1000000,100,2,2,False,Limited,True
8431_1427,8431,1427,12.823392022996766,77.7271413177066,12.81890046712181,12.827883578871722,77.7225319871416,77.7317506482716,1000,1000000,100,6,3,True,Moderate,True
8432_1427,8432,1427,12.823392022996766,77.7363599788366,12.81890046712181,12.827883578871722,77.7317506482716,77.74096930940162,1000,1000000,100,0,0,False,Prediction Only,True
8433_1427,8433,1427,12.823392022996766,77.74557863996662,12.81890046712181,12.827883578871722,77.74096930940162,77.75018797053163,1000,1000000,100,4,3,True,Moderate,True
8401_1428,8401,1428,12.832375134746677,77.4505814838062,12.827883578871722,12.836866690621632,77.44597215324119,77.4551908143712,1000,1000000,100,0,0,False,Prediction Only,True
8402_1428,8402,1428,12.832375134746677,77.45980014493621,12.827883578871722,12.836866690621632,77.4551908143712,77.46440947550121,1000,1000000,100,1,1,False,Limited,True
8403_1428,8403,1428,12.832375134746677,77.46901880606623,12.827883578871722,12.836866690621632,77.46440947550121,77.47362813663123,1000,1000000,100,2,2,False,Limited,True
8404_1428,8404,1428,12.832375134746677,77.47823746719624,12.827883578871722,12.836866690621632,77.47362813663123,77.48284679776124,1000,1000000,100,5,3,True,Moderate,True
8405_1428,8405,1428,12.832375134746677,77.48745612832626,12.827883578871722,12.836866690621632,77.48284679776124,77.49206545889126,1000,1000000,100,4,4,True,Moderate,True
8406_1428,8406,1428,12.832375134746677,77.49667478945626,12.827883578871722,12.836866690621632,77.49206545889126,77.50128412002127,1000,1000000,100,3,3,True,Moderate,True
8407_1428,8407,1428,12.832375134746677,77.50589345058627,12.827883578871722,12.836866690621632,77.50128412002127,77.51050278115129,1000,1000000,100,3,3,True,Moderate,True
8408_1428,8408,1428,12.832375134746677,77.51511211171629,12.827883578871722,12.836866690621632,77.51050278115129,77.5197214422813,1000,1000000,100,4,4,True,Moderate,True
8409_1428,8409,1428,12.832375134746677,77.5243307728463,12.827883578871722,12.836866690621632,77.5197214422813,77.52894010341132,1000,1000000,100,1,1,False,Limited,True
8410_1428,8410,1428,12.832375134746677,77.53354943397632,12.827883578871722,12.836866690621632,77.52894010341132,77.53815876454132,1000,1000000,100,1,1,False,Limited,True
8411_1428,8411,1428,12.832375134746677,77.54276809510633,12.827883578871722,12.836866690621632,77.53815876454132,77.54737742567134,1000,1000000,100,7,4,True,Moderate,True
8412_1428,8412,1428,12.832375134746677,77.55198675623635,12.827883578871722,12.836866690621632,77.54737742567134,77.55659608680135,1000,1000000,100,2,2,False,Limited,True
8413_1428,8413,1428,12.832375134746677,77.56120541736635,12.827883578871722,12.836866690621632,77.55659608680135,77.56581474793137,1000,1000000,100,5,5,True,High,True
8414_1428,8414,1428,12.832375134746677,77.57042407849637,12.827883578871722,12.836866690621632,77.56581474793137,77.57503340906138,1000,1000000,100,2,2,False,Limited,True
8415_1428,8415,1428,12.832375134746677,77.57964273962638,12.827883578871722,12.836866690621632,77.57503340906138,77.5842520701914,1000,1000000,100,5,5,True,High,True
8416_1428,8416,1428,12.832375134746677,77.5888614007564,12.827883578871722,12.836866690621632,77.5842520701914,77.5934707313214,1000,1000000,100,1,1,False,Limited,True
8417_1428,8417,1428,12.832375134746677,77.5980800618864,12.827883578871722,12.836866690621632,77.5934707313214,77.60268939245141,1000,1000000,100,4,4,True,Moderate,True
8418_1428,8418,1428,12.832375134746677,77.60729872301643,12.827883578871722,12.836866690621632,77.60268939245141,77.61190805358143,1000,1000000,100,2,2,False,Limited,True
8419_1428,8419,1428,12.832375134746677,77.61651738414643,12.827883578871722,12.836866690621632,77.61190805358143,77.62112671471144,1000,1000000,100,9,3,True,Moderate,True
8420_1428,8420,1428,12.832375134746677,77.62573604527645,12.827883578871722,12.836866690621632,77.62112671471144,77.63034537584146,1000,1000000,100,7,5,True,High,True
8421_1428,8421,1428,12.832375134746677,77.63495470640646,12.827883578871722,12.836866690621632,77.63034537584146,77.63956403697146,1000,1000000,100,3,2,False,Limited,True
8422_1428,8422,1428,12.832375134746677,77.64417336753648,12.827883578871722,12.836866690621632,77.63956403697146,77.64878269810148,1000,1000000,100,1,1,False,Limited,True
8423_1428,8423,1428,12.832375134746677,77.65339202866649,12.827883578871722,12.836866690621632,77.64878269810148,77.65800135923149,1000,1000000,100,4,2,False,Limited,True
8424_1428,8424,1428,12.832375134746677,77.66261068979651,12.827883578871722,12.836866690621632,77.65800135923149,77.66722002036151,1000,1000000,100,2,1,False,Limited,True
8425_1428,8425,1428,12.832375134746677,77.67182935092652,12.827883578871722,12.836866690621632,77.66722002036151,77.67643868149152,1000,1000000,100,3,3,True,Moderate,True
8426_1428,8426,1428,12.832375134746677,77.68104801205654,12.827883578871722,12.836866690621632,77.67643868149152,77.68565734262154,1000,1000000,100,2,2,False,Limited,True
8427_1428,8427,1428,12.832375134746677,77.69026667318654,12.827883578871722,12.836866690621632,77.68565734262154,77.69487600375155,1000,1000000,100,4,4,True,Moderate,True
8428_1428,8428,1428,12.832375134746677,77.69948533431655,12.827883578871722,12.836866690621632,77.69487600375155,77.70409466488157,1000,1000000,100,3,3,True,Moderate,True
8429_1428,8429,1428,12.832375134746677,77.70870399544657,12.827883578871722,12.836866690621632,77.70409466488157,77.71331332601157,1000,1000000,100,3,3,True,Moderate,True
8430_1428,8430,1428,12.832375134746677,77.71792265657658,12.827883578871722,12.836866690621632,77.71331332601157,77.7225319871416,1000,1000000,100,3,3,True,Moderate,True
8431_1428,8431,1428,12.832375134746677,77.7271413177066,12.827883578871722,12.836866690621632,77.7225319871416,77.7317506482716,1000,1000000,100,2,2,False,Limited,True
8432_1428,8432,1428,12.832375134746677,77.7363599788366,12.827883578871722,12.836866690621632,77.7317506482716,77.74096930940162,1000,1000000,100,1,1,False,Limited,True
8433_1428,8433,1428,12.832375134746677,77.74557863996662,12.827883578871722,12.836866690621632,77.74096930940162,77.75018797053163,1000,1000000,100,5,4,True,Moderate,True
8401_1429,8401,1429,12.841358246496586,77.4505814838062,12.836866690621632,12.845849802371541,77.44597215324119,77.4551908143712,1000,1000000,100,2,2,False,Limited,True
8402_1429,8402,1429,12.841358246496586,77.45980014493621,12.836866690621632,12.845849802371541,77.4551908143712,77.46440947550121,1000,1000000,100,2,2,False,Limited,True
