Grid_ID,Latitude,Longitude,Samples,Unique_Dates,Median_Predicted_LST,Mean_Predicted_LST,Maximum_Predicted_LST,Median_L_NDVI,Median_S2_NDVI,Median_Tree_Probability,Median_Built_Probability,Median_Distance_To_Water,Median_Albedo,Median_Cooling_Priority_Score,Heat_Score,Built_Score,Low_Tree_Score,Water_Distance_Score,Low_Albedo_Score,Spatial_Cooling_Score,Cooling_Priority,Cell_Area_m2,Cell_Area_hectares,Suggested_Greening_Fraction,Suggested_Greening_Percent,Suggested_Greening_Area_m2,Assumed_Canopy_Area_Per_Tree_m2,Approx_Trees_Needed,Recommended_Action
16802_2926,13.1462592067341,77.45054318171032,1,1,31.926739638200026,31.926739638200026,31.926739638200026,0.4260792430514489,0.6583654857944581,0.1368066441500559,0.5206204624846578,12506.398362438324,0.11942124,49.254752060112935,0.2894412397553027,0.6557163377567882,0.8315992606661698,0.6405159886666656,0.6605385766234986,55.213921826119815,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2850,12.801786124409858,77.455134559563,1,1,40.47908711089999,40.47908711089999,40.47908711089999,0.361242126849275,0.2469077069457659,0.2738750095013529,0.0374291653279215,6243.396511515186,0.1213131299999999,50.567614685129456,0.6458659035240968,0.020972140165419293,0.6382037866981013,0.31975594998011014,0.6544185818115636,51.84605822881443,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2851,12.808779267753184,77.45314045768814,1,1,47.86240338320003,47.86240338320003,47.86240338320003,0.3691699100363682,0.3081909251620506,0.0503603017423301,0.1858265607152134,5622.277118748239,0.1443990225,67.43591948713627,0.9535704288902087,0.21591436328497432,0.9535700109549043,0.28794528072036374,0.5797390061867138,73.89762574782634,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2852,12.813612821385448,77.45185748695359,1,1,40.24819985990003,40.24819985990003,40.24819985990003,0.3268420417061249,0.1824611032531824,0.0367766767740249,0.0421447018161416,5186.520991955976,0.1823941225,51.70684572684375,0.6362435266189428,0.02716670418600672,0.972735714012769,0.2656280029333249,0.4568302668419506,57.400217175619794,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2853,12.818081027574753,77.45194502846503,1,1,44.57510555809999,44.57510555809999,44.57510555809999,0.4286563077201276,0.26130771033513,0.0314540530089288,0.7385516169015318,4801.041553663122,0.1693744675,72.01266140617267,0.8165701461305006,0.942001576242009,0.9802456258962752,0.24588564894991316,0.49894699722965186,78.74729659805269,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2858,12.84058054589286,77.45513239939136,1,1,41.5514396156,41.5514396156,41.5514396156,0.3328995632477451,0.2578705341351255,0.0497117973864078,0.6372003341093659,8856.635930193812,0.14112798,67.87608415704534,0.6905568941730844,0.808861474072699,0.9544850128006075,0.45359317324534637,0.5903203629937268,74.05645856041978,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2859,12.843509564599708,77.45270301540594,1,1,44.89108441700003,44.89108441700003,44.89108441700003,0.4415127644439761,0.5415998166399266,0.0306420922279357,0.7400472844019532,10242.070103255492,0.16294835,74.53509252453611,0.8297387713414146,0.9439663596994199,0.9813912552300837,0.5245482726572105,0.5197345724908387,82.32665608138046,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2860,12.84653336550369,77.45393363882019,2,2,41.13545803655002,41.13545803655002,47.453984173400016,0.30761616368600275,0.2636835579788429,0.059425489162094794,0.051825238042511004,11031.84359421613,0.18364420375,55.84300835770033,0.6732205903196472,0.03988353959967899,0.9407795599039888,0.5649965722975516,0.45278643196545276,61.22439574701083,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2862,12.858974174237789,77.4518235119176,3,3,38.24541104090001,38.96085959390002,44.28935908610004,0.3395836688395802,0.3115066751430387,0.0524750809418037,0.1570546962320804,13656.500283747664,0.1533268425,54.604543284837526,0.5527759951966461,0.17811820647913304,0.9505861807722666,0.6994185318166872,0.5508587794917725,61.05024053744411,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2863,12.861434898749739,77.45454022096837,2,2,38.83126821395,38.83126821395,40.00293983480001,0.4182583324161058,0.369852979838508,0.03640792984515425,0.6107191063929349,13014.084976987459,0.15426868999999993,64.1425378626162,0.5771919753222707,0.7740744120187898,0.9732559944356108,0.6665171909654362,0.5478120369149664,71.17348733286698,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2864,12.86491371978677,77.45159860067713,1,1,32.508332831300066,32.508332831300066,32.508332831300066,0.2631631868881658,0.3079604880883207,0.0287439490202814,0.7521464882884175,13793.114224133722,0.155649905,57.74290120957263,0.3136795157330512,0.9598604776349028,0.9840694246557039,0.7064152234745216,0.5433440030260153,64.04441567524356,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2865,12.870459847690704,77.45309263111727,1,1,33.04345804250006,33.04345804250006,33.04345804250006,0.540849303773058,0.4427570093457944,0.3325017401948571,0.0625228902790695,14120.906486483082,0.057843515,42.069281799341205,0.33598120823151445,0.053936509355057734,0.5554848869679582,0.7232031250678823,0.8597337505135134,43.96478689959935,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2866,12.874857760228567,77.45427219439061,2,2,32.28880195175004,32.28880195175004,32.67841350650003,0.5203964205174707,0.5478718026684725,0.3351429919130169,0.25472982006613165,13374.039606311682,0.12418598624999999,42.466257501059914,0.3045304230213417,0.3064291228129003,0.5517582347488752,0.6849522902318406,0.6451253008356947,43.872385542444405,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2867,12.880832849228698,77.45169374250948,1,1,33.76790738150001,33.76790738150001,33.76790738150001,0.2490156665236278,0.2250885179564997,0.1415305363480001,0.3370927879586816,12254.386969571347,0.1497893249999999,49.94739637558401,0.3661731073439886,0.4146252270760158,0.824934124124605,0.62760920913034,0.562302144987193,53.388769344190244,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2868,12.882579764577413,77.45383680955351,1,1,37.78384162010002,37.78384162010002,37.78384162010002,0.2364688186972116,0.1724517906336088,0.0331709384918212,0.6100893302354962,12126.417442921878,0.1955538625,62.44628189997445,0.5335397882792188,0.7732471066346326,0.9778232005550093,0.6210552416725891,0.4142603814223873,67.73903437551324,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2870,12.893736402741638,77.45366752870278,1,1,43.85521927579998,43.85521927579998,43.85521927579998,0.3090587402689314,0.1727748691099476,0.0274245648179203,0.7589106597006321,8839.11760301898,0.1853090125,73.74026183627782,0.7865684153846911,0.9687462307117508,0.9859309988599898,0.45269597100334247,0.44740101266894794,79.64317488428657,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2871,12.89905045771681,77.45454642715212,1,1,32.759574391400044,32.759574391400044,32.759574391400044,0.2596302104611167,0.1655913978494623,0.0243854606524109,0.7431483864784241,7823.042886243178,0.1706434825,55.14182575049902,0.324150171756936,0.9480401221218004,0.9902189976919643,0.40065763966971873,0.49484191436739866,60.89707918477474,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2872,12.901740450895096,77.45342124913884,3,2,37.8717018242,36.8586975401,37.93666129430001,0.2105113214091067,0.1617011598817375,0.0248595348093658,0.7115278767887503,7169.379331573969,0.1665865725,62.737308061365326,0.5372014196389077,0.9065018428346808,0.9895501066896873,0.3671802190854054,0.5079654406572403,68.57579369274515,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2873,12.905645535251752,77.45376080774543,1,1,35.14569415340002,35.14569415340002,35.14569415340002,0.2341050756901157,0.1575852606820854,0.0346374718938022,0.157563061453402,6552.098900352466,0.1976792825,46.36839019543689,0.4235932704614399,0.17878602039960284,0.9757540074072015,0.3355661624857129,0.40738495030684485,51.44888243755725,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2875,12.913734921875186,77.45276333748224,1,1,34.9589506307,34.9589506307,34.9589506307,0.2234668995887469,0.1483190507580751,0.0261386466445401,0.5880792574025691,5907.622195096772,0.1569033275,55.248999009536895,0.4158106122495488,0.7443335767315225,0.9877453544480763,0.30255924697922454,0.5392893596814429,60.90954806876338,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2876,12.921185775410342,77.45313114025525,1,1,38.24573575280002,38.24573575280002,38.24573575280002,0.2813786744248898,0.22334455667789,0.1316519549582153,0.2846962362527847,5556.977595779922,0.1477362575,52.96841509083548,0.5527895277770463,0.3457945023406613,0.8388722266555075,0.28460096149260494,0.5689435260656661,56.80574918816217,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2877,12.92436861737675,77.45280321389072,2,2,41.35909054010001,41.35909054010001,44.79141495379999,0.22807405940252395,0.12807252592980833,0.02899751265067605,0.6513079415308312,5189.504882577872,0.17432621374999996,66.33962137977694,0.6825406208890338,0.8273939311044475,0.9837116611531221,0.26578082308156975,0.48292880306401853,71.792421592412,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2879,12.933270103101696,77.45373562091997,1,1,33.722362265,33.722362265,33.722362265,0.3713454731408757,0.2772331154684095,0.0745374942198395,0.5522308975923806,4669.047011971501,0.1403840775,50.6178224468011,0.36427498488268256,0.6972413825703687,0.919457401627278,0.23912554009042467,0.5927267816758837,56.33457839220787,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2880,12.938279249525772,77.45338554337962,1,1,40.0160137613,40.0160137613,40.0160137613,0.460136045842562,0.4630721707385566,0.0555700624827295,0.5326710084918886,3801.315561749642,0.145331025,59.381451508504846,0.6265670193921874,0.671546536274243,0.9462193422206014,0.194684618601366,0.5767241107833283,66.50544966916311,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2882,12.947159750847083,77.4546709711232,2,2,37.73196462155002,37.73196462155002,44.25080382050003,0.44085448284336665,0.38270642575420877,0.2762654875405132,0.37341329047922045,987.0533318534823,0.14448109625,48.64452115412453,0.5313777805001217,0.4623376514598442,0.6348309615228043,0.05055199925645079,0.5794735092898561,50.3612051154357,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2883,12.949739553419043,77.45282369746884,1,1,44.26791101060005,44.26791101060005,44.26791101060005,0.4547908400762285,0.4704692556634304,0.0575953125953674,0.1541056039277464,1300.0,0.1728488725,57.09012404368674,0.8037676128314523,0.1742441316782159,0.9433618323609511,0.06657958279719492,0.48770779168674905,63.891286042294546,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2887,12.96821942617461,77.4533073937219,1,1,43.718037043099976,43.718037043099976,43.718037043099976,0.2888026536545383,0.1993885127757152,0.0278252698481082,0.7431746947113425,5993.329625508679,0.174562205,71.98764286479772,0.7808512562864166,0.9480746819292557,0.9853656274189869,0.30694875848648945,0.48216540496705595,77.98045280040562,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2889,12.979332328532216,77.45421379114484,2,1,42.76232447090002,42.76232447090002,43.98536038730001,0.46244663855987134,0.4085668741554185,0.17479487997479737,0.44278550485614687,9780.321768901293,0.1461660625,63.8560351721787,0.7410213109651655,0.5534684537092379,0.7780000742039441,0.5008998023044395,0.5740228833505646,68.14210795589383,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2890,12.9830712579033,77.45210143913476,1,1,39.93560484080004,39.93560484080004,39.93560484080004,0.4010800336263768,0.2686491935483871,0.0263388492166996,0.7373981012497097,10507.61628534274,0.1535268775,67.71451845283488,0.6232159251406154,0.9404862605251628,0.9874628802883154,0.5381482372854851,0.5502116947446649,74.60610224101144,High,250000,25.0,0.1,10.0,25000.0,30,834,Increase tree cover and shaded pedestrian corridors
16803_2891,12.985848042285518,77.45432022674436,1,1,33.892066958000015,33.892066958000015,33.892066958000015,0.1199628425452856,0.0855777584708948,0.0238538582343608,0.7185765817994252,9502.10502993942,0.1779891175,58.05405949104557,0.37134753874413373,0.915761373443751,0.9909690577173967,0.4866509142988414,0.47107983090040506,62.941856046348995,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2892,12.990349441189544,77.45476110430604,1,1,44.69271962630001,44.69271962630001,44.69271962630001,0.2626608454623639,0.2636045010145729,0.0355924703180789,0.7214213013648987,7810.249675906654,0.2314771125,72.64971038292579,0.8214717891994342,0.9194983390070468,0.974406560296204,0.4000024345875322,0.2980537818696355,77.99207282505985,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2893,12.995743057475115,77.45319118243805,1,1,32.27054117990003,32.27054117990003,32.27054117990003,0.202256893908521,0.2060096765979119,0.0341733044479042,0.7451754829380661,5800.0,0.22764067,52.07317375204843,0.3037693934341349,0.9507030171765896,0.976408920617627,0.29704736940286963,0.3104641271837332,56.896658976320936,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2894,13.001300252446942,77.45109623513507,1,1,32.9602121654,32.9602121654,32.9602121654,0.2842887791248815,0.2061794414735591,0.0261711955536156,0.7643053625943139,3883.29756778952,0.1331872999999999,54.45876050812149,0.33251188196171066,0.9758329816107082,0.9876994298346058,0.1988833322621446,0.6160073323224083,60.77936239433971,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2895,13.006883549181714,77.45235777964814,1,1,46.35273230960004,46.35273230960004,46.35273230960004,0.2103674510786614,0.1128875024371222,0.0238310752902179,0.7461241635028273,1746.4249196572978,0.19296493,74.48621900610821,0.8906539014073189,0.9519492513024796,0.9910012031235932,0.08944326349031348,0.4226352094876822,79.80120963369973,Very High,250000,25.0,0.15,15.0,37500.0,30,1250,"Priority urban greening: street-tree corridors, pocket parks, institutional planting and suitable green roofs"
16803_2896,13.009298062430863,77.45212330866228,2,2,37.00772036375001,37.00772036375001,40.305571325600006,0.34079247132737767,0.2898465853167493,0.048885371361393454,0.30295115167973563,968.0328785854749,0.16879498749999994,49.06493700208108,0.5011944282805288,0.3697750701053569,0.9556510517505692,0.04957786553091428,0.5008215325322437,54.98967345719732,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2897,13.014107459675596,77.45253382050564,2,1,29.548336056350028,29.548336056350028,33.688609317500024,0.1884626223311168,0.2229795959031118,0.0508438941324129,0.05962318147066975,770.087712549569,0.12477660374999999,33.627193861453236,0.1903197178955558,0.05012730717847282,0.9528876902804896,0.03944009124522805,0.6432147373061882,39.01343886602572,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2898,13.017328278193816,77.45120517535356,1,1,44.09617259570004,44.09617259570004,44.09617259570004,0.5113451464742511,0.5871848739495799,0.0771906375885009,0.1175145516172051,1969.7715603592208,0.1616620925,55.82821526849862,0.7966103022822355,0.12617629959070137,0.9157139709824865,0.1008819759188435,0.5238954323858711,62.897679942759254,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2900,13.028579865774342,77.45424791179481,1,1,33.12154270940003,33.12154270940003,33.12154270940003,0.2915846388465272,0.2582614186487055,0.0361357266083359,0.710009896196425,6000.833275470999,0.160113265,53.82467283268269,0.3392354376970688,0.9045077477863955,0.9736400573363773,0.30733305839721825,0.528905668850244,59.84042243056273,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2901,13.032097282399528,77.45435558414951,1,1,36.144866849900005,36.144866849900005,36.144866849900005,0.3489631015404211,0.3992094861660079,0.2032532626762986,0.0442696085665375,7300.684899377592,0.1402118725,44.09982651091525,0.46523444483301113,0.029958087719139805,0.7378469550154586,0.37390504210333925,0.5932838403349967,47.17681180887736,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2903,13.040215428674882,77.45388685403319,3,3,33.05495967980001,34.03327106090001,37.478287722200015,0.3342545360625041,0.3566121842496285,0.2065898940199986,0.3380583666730672,9677.293009927933,0.13998838,46.58479207004861,0.33646054647408574,0.41589365945441437,0.7331391626775421,0.49562317785170185,0.594006806755088,48.9216056637861,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2904,13.043821189993592,77.45156735837232,1,1,37.34093458850003,37.34093458850003,37.34093458850003,0.35217577654318,0.2373831775700934,0.0910117386374622,0.1751318285241723,10113.851887386922,0.14283001,51.9220005900209,0.515081348614229,0.20186522944708787,0.896213203016998,0.5179815685652643,0.5848145382524583,57.064523529877654,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2907,13.059148172538306,77.45274047973669,1,1,29.03933306300004,29.03933306300004,29.03933306300004,0.6168466060929984,0.7374392220421394,0.5596654452383518,0.0938133636955171,9654.014708917735,0.0976047475,28.827069367331436,0.16910668587818328,0.09504123652594983,0.23497014023822738,0.4944309781828661,0.7311118239659053,26.31956751045998,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2908,13.062168159204532,77.45493666300199,1,1,39.31378155230002,39.31378155230002,39.31378155230002,0.1161871742969119,0.0322211630123927,0.0283572115004062,0.5797506310045719,9247.702417357514,0.2098325225,63.601618470842936,0.5973010336754707,0.7333926775242253,0.9846150887538042,0.47362166829251856,0.36807094909736393,67.92523490262614,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2910,13.072508485044002,77.45429974180182,1,1,36.54089573720002,36.54089573720002,36.54089573720002,0.2500455979409996,0.2534920998397069,0.0263289446011185,0.7541328072547913,8286.132994346639,0.1618070725,61.7772861530396,0.4817392072329507,0.9624698053398727,0.9874768551235727,0.4243748290505159,0.5234264427258832,67.87154946526942,Moderate,250000,25.0,0.05,5.0,12500.0,30,417,Targeted tree planting and protection of existing vegetation
16803_2913,13.086859151742772,77.4545088696644,1,1,29.39873786600004,29.39873786600004,29.39873786600004,0.6361058498836518,0.5869311551925321,0.5908170426264405,0.057463557459414,6573.431371817918,0.0972124874999999,27.164515323809376,0.1840851156572675,0.04729031731919784,0.19101705211106346,0.33665870637048434,0.7323807292219882,23.538580044779977,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2915,13.094897418897137,77.45124009448858,2,2,37.67901949175001,37.67901949175001,37.87488058280002,0.38130114943557014,0.3121737126798551,0.25018740678206086,0.383510329760611,4398.862902164599,0.14783697625,51.2071442367276,0.5291712576539206,0.475601626068716,0.6716256134144541,0.22528804369859773,0.5686177152481953,53.03057262201685,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2916,13.10139573217976,77.45072682387699,1,1,37.93214950790003,37.93214950790003,37.93214950790003,0.352324402866599,0.294081942336874,0.1704761481378227,0.2525393748655915,4365.775990588614,0.13031036,50.598197209143926,0.5397206163164465,0.30355164470150603,0.7840935530924688,0.2235934954149233,0.6253138236481454,54.23351134112286,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2917,13.103401156030495,77.45354695950383,2,2,42.275777868950044,42.275777868950044,44.03507548820004,0.42053758504905175,0.4282093821106142,0.1699264384806156,0.19038173020817334,5624.538692041502,0.15974772125,55.86039677411345,0.7207441637185837,0.2218982612188058,0.7848691613769034,0.2880611073406181,0.5300881508410233,59.961462083264436,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2920,13.11900459798843,77.45246166359253,4,3,36.39200678600001,36.673408100075015,43.44259590140002,0.44673499823885365,0.453247194369102,0.37328244210220873,0.05329401919152585,9106.285166069147,0.12851833624999995,43.841385996740286,0.4755341629992185,0.0418130038043423,0.4979456936325052,0.4663789747608989,0.6311107653587443,43.072101319042936,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2921,13.120319677312732,77.45198064915269,1,1,31.384915107800047,31.384915107800047,31.384915107800047,0.4273959506982143,0.4557507457739476,0.3901292467489838,0.0410616397857666,9617.692030835671,0.121599185,34.9136176643861,0.2668603487559653,0.025743939861695934,0.47417583425495846,0.4925707099114964,0.6534932346106541,34.375608349759524,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2922,13.127993339836618,77.45356851734341,2,2,34.618592744150014,34.618592744150014,36.28560382340002,0.41076619459326447,0.3146408436722944,0.08245591411832714,0.5431191431707703,12398.511421854793,0.13225330375,55.64951450713029,0.4016259751470599,0.6852717273157573,0.908284972705248,0.6349905521333447,0.6190286772232041,61.59143152681544,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16803_2924,13.134751956120772,77.4511655434856,3,3,37.19587381970001,38.70171671090001,42.435886470800014,0.3247162284006274,0.1954794278650891,0.0692013651132583,0.0823441976681351,12592.855117089211,0.1838361949999999,50.51925526624251,0.5090358463809962,0.07997476775896101,0.9269863687604102,0.6449438768625545,0.4521653676044506,55.706807035304564,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
16804_2852,12.813131838726829,77.45721293078334,2,2,39.008671997000015,39.008671997000015,43.85691119570005,0.4347426391893552,0.421713472726862,0.2008074127370491,0.13755517697427416,3472.308292331602,0.14547295249999997,48.216732950833325,0.5845853937874061,0.15250266502061463,0.7412979067142231,0.17783449034359874,0.5762649955262729,51.74439825335977,Low,250000,25.0,0.02,2.0,5000.0,30,167,Maintain existing vegetation and monitor heat conditions
