Grid_ID,Latitude,Longitude,Total_Samples,Unique_Dates,Median_Predicted_LST,Mean_Predicted_LST,Maximum_Predicted_LST,Hot_Observations,Very_Hot_Observations,Median_L_NDVI,Median_S2_NDVI,Median_Tree_Probability,Median_Built_Probability,Median_Distance_To_Water,Median_Albedo,Hot_Frequency,Very_Hot_Frequency,Reliable_Cell,Heat_Intensity_Score,Hot_Frequency_Score,Very_Hot_Frequency_Score,Low_Tree_Score,Built_Score,Water_Distance_Score,Low_Albedo_Score,Persistent_Heat_Score,Persistent_Cooling_Priority,Cell_Area_m2,Cell_Area_hectares,Min_Greening_Fraction,Max_Greening_Fraction,Need_Factor,Suggested_Greening_Fraction,Suggested_Greening_Percent,Suggested_Greening_Area_m2,Assumed_Mature_Canopy_Per_Tree_m2,Approx_Trees_To_Plant,Trees_Per_Hectare,Recommended_Action
8402_1425,12.80349608625411,77.46311135345933,3,3,40.0782217253,40.56709542920001,47.783242040000026,1,1,0.4105357590870732,0.4068423485899214,0.4094625115394592,0.0529967457987368,5544.366510251645,0.147869385,0.3333333333333333,0.3333333333333333,True,0.6718055509309279,0.3333333333333333,0.3333333333333333,0.31643569693595364,0.039116645826904065,0.29120742697850055,0.4542233538795807,40.68568901119325,Low,1000000,100.0,0.01,0.03,0.2660411776333576,0.015320823552667152,1.5320823552667153,15320.823552667152,30,511,5.11,Maintain existing vegetation and monitor future heat
8402_1426,12.813131838726829,77.4615931328791,6,4,33.94533679970001,36.24831892190002,43.85691119570005,1,0,0.3817692385422093,0.3462565435664836,0.1947410425636917,0.1657433047657832,2618.033988749895,0.1445779925,0.16666666666666666,0.0,True,0.3488612771226796,0.16666666666666666,0.0,0.6970244009792648,0.19174015677030437,0.13750731308914038,0.4699297146033249,30.042457701201396,Low,1000000,100.0,0.01,0.03,0.43686023184369327,0.018737204636873867,1.8737204636873868,18737.204636873867,30,625,6.25,Maintain existing vegetation and monitor future heat
8402_1430,12.849525185525,77.45765168237625,3,3,41.32764475610004,39.13107698990004,43.45066242860005,2,0,0.467424056565199,0.31959629941127,0.060532096773386,0.3830706337466836,10412.012293500236,0.1723685575,0.6666666666666666,0.0,True,0.7375974283680455,0.6666666666666666,0.0,0.9349065698792732,0.4859332592197649,0.5468713700749019,0.33731452555897323,62.09845013626416,High,1000000,100.0,0.08,0.12,0.7646399367835897,0.11058559747134358,11.058559747134359,110585.59747134359,30,3687,36.87,"Increase tree canopy, shaded streets and connected green corridors"
8402_1432,12.869937851985801,77.4600558277894,4,3,40.467918730550025,40.68788968017502,43.97211555980002,2,1,0.24897462325992709,0.16805087102502345,0.0302109273616224,0.6867274633841589,11768.607235088763,0.15996279875000002,0.5,0.25,True,0.6923261408152077,0.5,0.25,0.9886501225223633,0.896989453624414,0.6181239688454897,0.39651418709409725,64.64262137823376,Very High,1000000,100.0,0.12,0.18,0.8237229519860644,0.16942337711916386,16.942337711916387,169423.37711916387,30,5648,56.48,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8402_1434,12.885890157506209,77.45853382568453,9,5,39.63709206410001,38.78003684140001,44.689626318200006,3,1,0.3783940301470953,0.4223194748358862,0.0603520311415195,0.6235350156202912,11742.657280190033,0.1341130875,0.3333333333333333,0.1111111111111111,True,0.6485766301506196,0.3333333333333333,0.1111111111111111,0.9352257319351296,0.8114466811337001,0.6167609962529862,0.5198677189190407,56.7277397151871,High,1000000,100.0,0.08,0.12,0.7299022021943048,0.10919608808777219,10.91960880877722,109196.0880877722,30,3640,36.4,"Increase tree canopy, shaded streets and connected green corridors"
8402_1436,12.905031463417455,77.45889032956154,6,4,41.060996470850014,39.798257403800015,45.06933416000002,3,3,0.2733770521747654,0.1527535342087285,0.026463544229045448,0.6860226274002343,8319.887114438137,0.18367041125,0.5,0.5,True,0.7235563142941727,0.5,0.5,0.9952922701230869,0.8960353265673101,0.43698642845260716,0.2833826435836384,66.69827210652582,Very High,1000000,100.0,0.12,0.18,0.8268532003750055,0.16961119202250033,16.961119202250032,169611.19202250033,30,5654,56.54,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8402_1437,12.914670242189745,77.45992767315273,6,3,34.74871676555,34.59339624005002,37.36515126019999,0,0,0.23641194485502953,0.1987093352192362,0.04905200609937305,0.5228836255264468,5776.447552443324,0.16316894124999995,0.0,0.0,True,0.3911655047106673,0.0,0.0,0.9552547579424584,0.675196238741518,0.3033970473836747,0.38121463511519293,36.23880731036642,Low,1000000,100.0,0.01,0.03,0.6126666267195329,0.022253332534390657,2.2253332534390657,22253.332534390658,30,742,7.42,Maintain existing vegetation and monitor future heat
8402_1438,12.922677818745377,77.45758222771431,6,4,39.645201316550015,39.38940809315,44.87978786089997,2,1,0.2534558386244053,0.19897663793956805,0.04146444809157395,0.553321281389799,4236.357652126363,0.16059689374999997,0.3333333333333333,0.16666666666666666,True,0.6490036456050696,0.3333333333333333,0.16666666666666666,0.9687035243039049,0.7163992869348519,0.22250672089504545,0.3934883174042557,54.244630293555694,High,1000000,100.0,0.08,0.12,0.7276316195389229,0.10910526478155691,10.910526478155692,109105.2647815569,30,3637,36.37,"Increase tree canopy, shaded streets and connected green corridors"
8402_1440,12.942819168021437,77.46004446502059,6,5,40.16726969135004,39.955557532550024,47.61179415680002,3,2,0.2530250683332656,0.200721967216886,0.0388461902039125,0.3493958683684468,1786.0022573334675,0.17206711624999993,0.5,0.3333333333333333,True,0.6764946215851143,0.5,0.3333333333333333,0.9733443242251681,0.44034817911347135,0.09380641070070005,0.33875298815786314,57.294615629691805,High,1000000,100.0,0.08,0.12,0.7247417979352784,0.10898967191741113,10.898967191741113,108989.67191741113,30,3633,36.33,"Increase tree canopy, shaded streets and connected green corridors"
8402_1442,12.959475419537489,77.46077219511956,9,4,36.1085332973,35.99190855600002,45.15635694920002,1,1,0.2823593664664117,0.3145321831453218,0.0613154806196689,0.0533200076315552,2202.271554554524,0.1576524,0.1111111111111111,0.1111111111111111,True,0.46277046186963305,0.1111111111111111,0.1111111111111111,0.9335180406174,0.03955424105225514,0.11567017290865528,0.4075392946080715,34.786363102345064,Low,1000000,100.0,0.01,0.03,0.5080032018524844,0.020160064037049688,2.016006403704969,20160.064037049688,30,673,6.73,Maintain existing vegetation and monitor future heat
8402_1443,12.96441307513566,77.46029459636745,6,4,36.27853706705001,37.57195856030004,43.64521612700007,2,0,0.3000389419794559,0.25146902308435715,0.046847433084622,0.3598990126047283,4068.0020122520164,0.14529556375,0.3333333333333333,0.0,True,0.4717224876507479,0.3333333333333333,0.0,0.9591623112516603,0.45456614517800326,0.21366415743635694,0.46650550041510885,44.818952372668036,Low,1000000,100.0,0.01,0.03,0.6704943846614307,0.02340988769322861,2.3409887693228613,23409.88769322861,30,781,7.81,Maintain existing vegetation and monitor future heat
8402_1444,12.974118635889003,77.4561652956545,6,3,35.21365293605001,37.37329754120001,47.34944403170003,1,1,0.2841520667572033,0.1996478932845801,0.07368079875595865,0.46918520296458155,7681.520886238785,0.15716373875,0.16666666666666666,0.16666666666666666,True,0.41564802407485124,0.16666666666666666,0.16666666666666666,0.9116008079018167,0.6025054013572072,0.403457442509817,0.4098711617020797,42.068483208737675,Low,1000000,100.0,0.01,0.03,0.6263014842223499,0.022526029684446995,2.2526029684446995,22526.029684446996,30,751,7.51,Maintain existing vegetation and monitor future heat
8402_1445,12.986975641610568,77.45796384335165,5,4,36.93786458000005,36.48987495266001,39.680022395300014,0,0,0.1944518619679411,0.2017625231910946,0.0238075256347656,0.7229514254722744,9222.797840135065,0.1788396099999999,0.0,0.0,True,0.5064412289045828,0.0,0.0,1.0,0.9460253472678264,0.48441011675591866,0.3064349860244797,43.60771585371774,Low,1000000,100.0,0.01,0.03,0.6892050694535653,0.023784101389071305,2.3784101389071304,23784.101389071304,30,793,7.93,Maintain existing vegetation and monitor future heat
8402_1446,12.99248365259373,77.4596034751764,5,4,42.80313562970004,39.937289924660035,43.71121809320002,3,0,0.4756829596961903,0.4097689382860485,0.0861080738250166,0.5073649252299219,7308.214556237385,0.1472232175,0.6,0.0,True,0.8152935427523915,0.6,0.0,0.8895737579944025,0.6541887814298826,0.3838502293803299,0.4573068329368368,63.55008577837245,Very High,1000000,100.0,0.12,0.18,0.7556246352831778,0.16533747811699068,16.53374781169907,165337.47811699068,30,5512,55.12,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8402_1448,13.011312145398453,77.45927024493378,4,4,35.375265466700014,36.13343784552502,42.48618263510002,1,0,0.368760010379317,0.3295468688880196,0.03676872816868125,0.5896869864081964,2036.6755445928043,0.15031446499999995,0.25,0.0,True,0.42415818560278384,0.25,0.0,0.9770265763421051,0.7656270560897587,0.10697255382274283,0.4425555541630741,44.034055314041765,Low,1000000,100.0,0.01,0.03,0.7166386993890043,0.024332773987780082,2.4332773987780083,24332.77398778008,30,812,8.12,Maintain existing vegetation and monitor future heat
8402_1452,13.048066237008893,77.45906244954699,4,4,38.091882127550036,38.52433429047502,44.86139891329999,1,1,0.35056746464771926,0.24248659471109751,0.13721137458924199,0.41107893746811897,7100.0,0.14343175124999996,0.25,0.25,True,0.5672092627706421,0.25,0.25,0.798994371112567,0.5238477258668932,0.3729141512784861,0.47539952063494706,47.23123906804387,Moderate,1000000,100.0,0.04,0.07,0.5792667307296622,0.05737800192188987,5.7378001921889865,57378.00192188987,30,1913,19.13,Targeted tree planting and protection of existing vegetation
8402_1453,13.054389699301304,77.45991858667385,4,3,40.01232229970003,39.36353083340003,44.21231691530004,2,1,0.3436449976047702,0.2815460285185003,0.0290838495129719,0.7373739527538419,7024.18040602709,0.1600789725,0.5,0.25,True,0.6683354316635783,0.5,0.25,0.9906478412405704,0.965548929810449,0.3689318696536006,0.39595981175778305,63.38972827367731,Very High,1000000,100.0,0.12,0.18,0.838433706582375,0.1703060223949425,17.03060223949425,170306.0223949425,30,5677,56.77,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8402_1454,13.068382085399486,77.46137039551257,6,4,33.77287205555,35.34385101455002,44.50291697570001,1,1,0.2884213380891548,0.1893287287596859,0.0325030785170383,0.6837699230527505,8475.09414866686,0.1635451825,0.16666666666666666,0.16666666666666666,True,0.3397796618253569,0.16666666666666666,0.16666666666666666,0.984587339038847,0.8929858707809838,0.44513838612047407,0.37941923064986305,43.84818006533827,Low,1000000,100.0,0.01,0.03,0.7208908436756203,0.024417816873512403,2.44178168735124,24417.8168735124,30,814,8.14,Maintain existing vegetation and monitor future heat
8402_1456,13.08160756027305,77.46131010554116,4,4,38.12275539320003,37.75906097510003,40.19698083020004,0,0,0.44786415839827287,0.3331652772924674,0.11724926833994685,0.4614967715460807,9281.748449611987,0.14995208375,0.0,0.0,True,0.5688349812500169,0.0,0.0,0.8343767303318564,0.5920976744386223,0.4875063866855575,0.44428481940021025,40.16063316729342,Low,1000000,100.0,0.01,0.03,0.5356079000536527,0.020712158001073053,2.0712158001073053,20712.158001073054,30,691,6.91,Maintain existing vegetation and monitor future heat
8402_1457,13.093776020162528,77.45924984989335,3,3,36.151907971100016,36.46175718080003,41.46807410780002,1,0,0.47397976203714,0.5045256453234999,0.1321950890123844,0.0424459585919976,7200.0,0.149683725,0.3333333333333333,0.0,True,0.4650544770928024,0.3333333333333333,0.0,0.8078856181588642,0.024834186109619866,0.3781664632683239,0.44556541396037685,38.770253165740066,Low,1000000,100.0,0.01,0.03,0.508909646301356,0.02017819292602712,2.017819292602712,20178.19292602712,30,673,6.73,Maintain existing vegetation and monitor future heat
8402_1459,13.112482552606522,77.45971277595065,6,3,38.95564996175001,38.311954193600016,48.317666557099976,3,2,0.43176116577364215,0.3518350596879165,0.07152288046199824,0.2585641900077462,8867.223052310823,0.15722734625,0.5,0.3333333333333333,True,0.6126933831053057,0.5,0.3333333333333333,0.9154256668264845,0.31739054933477706,0.4657342195421856,0.4095676298869785,55.495934569383365,High,1000000,100.0,0.08,0.12,0.6711909432801977,0.10684763773120791,10.68476377312079,106847.63773120791,30,3562,35.62,"Increase tree canopy, shaded streets and connected green corridors"
8402_1460,13.121987743108066,77.4582782351775,4,3,37.40462084615001,37.93347826317502,42.87824661920006,1,0,0.4168770905075724,0.3582031213595879,0.21508578641805795,0.057982699945569,11475.842208426788,0.135967605,0.25,0.0,True,0.5310195905151261,0.25,0.0,0.6609638256927748,0.045866065359208855,0.6027470362480709,0.5110180539752529,38.12253120555412,Low,1000000,100.0,0.01,0.03,0.4146551259182292,0.018293102518364582,1.8293102518364583,18293.102518364583,30,610,6.1,Maintain existing vegetation and monitor future heat
8402_1461,13.128722260031752,77.4581237634703,4,3,37.98465884015002,38.51376833615003,40.77057585650004,0,0,0.4305429718397059,0.34849177933204334,0.07764575595501805,0.0709020115900784,11005.267878901723,0.16414663499999993,0.0,0.0,True,0.5615631195436283,0.0,0.0,0.9045730154357196,0.06335476497205732,0.5780310043173269,0.37654912934070683,35.82193713585538,Low,1000000,100.0,0.01,0.03,0.46495746071227123,0.01929914921424542,1.9299149214245421,19299.149214245423,30,644,6.44,Maintain existing vegetation and monitor future heat
8402_1462,13.138411561438947,77.46088788427144,6,3,38.152663068200056,37.57511738045003,40.84717368470002,0,0,0.49885319679057505,0.3701102468270223,0.07395962858572595,0.07190305413678286,8900.03447136204,0.15078137375,0.0,0.0,True,0.5704098538428254,0.0,0.0,0.9111065886508682,0.06470986289683223,0.46745757763904855,0.4403274889133133,35.964918406777926,Low,1000000,100.0,0.01,0.03,0.4684952669048006,0.01936990533809601,1.936990533809601,19369.90533809601,30,646,6.46,Maintain existing vegetation and monitor future heat
8403_1425,12.803295675687576,77.47124833348275,6,5,37.61536741430001,37.49525249480002,43.04602013090002,1,0,0.3579191589547712,0.3582196447693523,0.14891082810936496,0.0723140459740534,5669.082290617916,0.13722948375,0.16666666666666666,0.0,True,0.542117042731242,0.16666666666666666,0.0,0.7782573676146025,0.06526621705742033,0.29775788886389803,0.5049964315655502,36.770472235544396,Low,1000000,100.0,0.01,0.03,0.4521819272187853,0.019043638544375706,1.9043638544375705,19043.638544375706,30,635,6.35,Maintain existing vegetation and monitor future heat
8403_1426,12.81700429523125,77.47207712449978,3,3,39.344424101600005,40.06024294010002,47.72498188910004,1,1,0.3492460538387348,0.3566390677706225,0.4616128682391718,0.0337348924949765,2500.0,0.1003828525,0.3333333333333333,0.3333333333333333,True,0.6331653769210057,0.3333333333333333,0.3333333333333333,0.22400042827644207,0.013042132285822242,0.1313077997459458,0.6808267167312627,38.21272830368773,Low,1000000,100.0,0.01,0.03,0.21460864059538545,0.014292172811907708,1.4292172811907708,14292.172811907709,30,477,4.77,Maintain existing vegetation and monitor future heat
8403_1429,12.840337334888908,77.46916422167784,6,3,39.95351526560003,38.39649322160003,44.49755068430006,2,1,0.48368712368441713,0.45572774808744476,0.1002656967611983,0.2885142212035134,7354.560206376976,0.1412072075,0.3333333333333333,0.16666666666666666,True,0.6652387821825214,0.3333333333333333,0.16666666666666666,0.8644797075889289,0.35793350652869366,0.3862844475193799,0.4860149323742794,50.86519104406481,Moderate,1000000,100.0,0.04,0.07,0.6038265551002032,0.058114796653006104,5.81147966530061,58114.7966530061,30,1938,19.38,Targeted tree planting and protection of existing vegetation
8403_1430,12.853124189118072,77.47333030997267,3,3,39.35683151420002,38.644914915200005,44.219494757300005,1,1,0.5378062387813515,0.5534821726091302,0.0376479364931583,0.5579088816884905,5590.169943749474,0.1550757599999999,0.3333333333333333,0.3333333333333333,True,0.6338187240652223,0.3333333333333333,0.3333333333333333,0.9754682004685004,0.7226094601836509,0.29361316620786443,0.41983489207790525,56.106586288916205,High,1000000,100.0,0.08,0.12,0.7322559922709804,0.10929023969083922,10.929023969083921,109290.23969083921,30,3644,36.44,"Increase tree canopy, shaded streets and connected green corridors"
8403_1431,12.860411650460728,77.469999857632,6,6,35.89299295610002,37.29920910935001,45.61110742010003,1,1,0.39203504910473763,0.3383877951275544,0.08402650477364655,0.4457154413103126,7728.782939080738,0.14750125625,0.16666666666666666,0.16666666666666666,True,0.45142058007507113,0.16666666666666666,0.16666666666666666,0.8932632896999024,0.570734698486122,0.4059397929778784,0.45598004589983687,42.7918462603338,Low,1000000,100.0,0.01,0.03,0.6107785845471756,0.02221557169094351,2.221557169094351,22215.57169094351,30,741,7.41,Maintain existing vegetation and monitor future heat
8403_1436,12.90709829665528,77.46759342680453,3,3,39.69753974779999,39.24860560760001,43.90633576490004,1,1,0.3147146746185399,0.2531097890751758,0.0312502088490873,0.726965986774303,7915.80697086532,0.158752565,0.3333333333333333,0.3333333333333333,True,0.6517596726424811,0.3333333333333333,0.3333333333333333,0.9868080207691609,0.9514598052807951,0.4157628786231781,0.4022893621416037,59.62643641411037,High,1000000,100.0,0.08,0.12,0.7836959714407394,0.11134783885762958,11.134783885762959,111347.83885762958,30,3712,37.12,"Increase tree canopy, shaded streets and connected green corridors"
8403_1439,12.932717955860616,77.46737129450689,5,5,42.25585935740001,38.81682195242003,45.0075876287,3,1,0.3121118522656326,0.2334180073384137,0.0350590425077825,0.6313429514411837,1118.033988749895,0.1614814725,0.6,0.2,True,0.7864751741584095,0.6,0.2,0.9800569535703659,0.8220161795656092,0.05872263324157289,0.3892671517620361,65.7552202489819,Very High,1000000,100.0,0.12,0.18,0.8344317126983049,0.17006590276189829,17.00659027618983,170065.9027618983,30,5669,56.69,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8403_1441,12.948882355001674,77.46852596765457,5,3,33.19439780570001,37.232210790320025,44.23530309980001,2,1,0.3228198646940748,0.2376873661670235,0.0283417964819818,0.7424577471101657,2800.0,0.1629985649999999,0.4,0.2,True,0.3093184761352794,0.4,0.2,0.9919631126139598,0.972430794327513,0.1470647357154593,0.3820276620760491,48.52877090550045,Moderate,1000000,100.0,0.04,0.07,0.8104677151724825,0.06431403145517448,6.431403145517447,64314.031455174474,30,2144,21.44,Targeted tree planting and protection of existing vegetation
8403_1442,12.958952593144737,77.46918568940714,4,3,37.10224570685001,38.42531852360001,45.1308927002,1,1,0.25841467891325687,0.17668403387911624,0.0273792566731572,0.7144674324663356,3634.0536608821594,0.162977665,0.25,0.25,True,0.5150971786382472,0.25,0.25,0.9936691915644162,0.9345406792544629,0.19087183614765435,0.3821273958328478,51.3183561850608,Moderate,1000000,100.0,0.04,0.07,0.7587427316331007,0.06276228194899303,6.276228194899303,62762.281948993026,30,2093,20.93,Targeted tree planting and protection of existing vegetation
8403_1445,12.984063945781955,77.47044816804639,6,4,39.931041784100024,38.66990348975003,44.03370828020002,3,1,0.2442151026188041,0.13596604273798424,0.03094785608118395,0.7346221940824762,7043.896249016007,0.15512719875,0.5,0.16666666666666666,True,0.6640553779199259,0.5,0.16666666666666666,0.9873439338692768,0.9618239108516397,0.36996740723880506,0.41958942893041373,62.46451030166609,High,1000000,100.0,0.08,0.12,0.8360367491049663,0.11344146996419865,11.344146996419866,113441.46996419865,30,3782,37.82,"Increase tree canopy, shaded streets and connected green corridors"
8403_1446,12.995018452770672,77.464778054577,4,4,38.6677415921,39.099313614875015,46.71629000690002,2,2,0.2926736272638618,0.2125692644815291,0.027234987996052902,0.7214924552827142,7238.757976115941,0.1678763775,0.5,0.5,True,0.5975327595997467,0.5,0.5,0.9939249043681478,0.9440503588093536,0.38020215309488,0.3587509842967229,63.47012562856618,Very High,1000000,100.0,0.12,0.18,0.8357725239459446,0.17014635143675666,17.014635143675665,170146.35143675667,30,5672,56.72,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8403_1447,13.004321079844289,77.47140357375231,5,5,36.32532121580002,39.143424017479994,47.9885966816,2,2,0.2356566098955666,0.2125070211570867,0.0273993015289306,0.7322184371296316,4464.302857109943,0.15755362,0.4,0.4,True,0.47418603834949674,0.4,0.4,0.9936336625336308,0.9585699771710119,0.23447911422665846,0.4080106678375758,55.928234770520646,High,1000000,100.0,0.08,0.12,0.8085308267010178,0.11234123306804071,11.23412330680407,112341.23306804072,30,3745,37.45,"Increase tree canopy, shaded streets and connected green corridors"
8403_1448,13.012581634507896,77.46883234226682,5,4,43.84853704670001,40.23762108800001,45.2999992397,3,2,0.2447604604330855,0.1956335616438356,0.0293263534549623,0.7270049864891917,2140.0934559032694,0.1717985924999999,0.6,0.4,True,0.8703420893249724,0.6,0.4,0.990218008762953,0.9515125986739295,0.11240438517814225,0.3400343700897941,71.74085257427244,Very High,1000000,100.0,0.12,0.18,0.8654115241162623,0.17192469144697572,17.192469144697572,171924.69144697572,30,5731,57.31,"Urgent urban greening: street trees, shaded corridors, pocket parks, institutional planting and suitable green roofs"
8403_1451,13.038913794066765,77.46705134650122,4,4,35.10527606690002,36.75996091152503,44.27049161570001,1,1,0.363401672334341,0.41119776365677996,0.1809558205422945,0.26426364731742064,5983.425988483265,0.12321995250000001,0.25,0.25,True,0.40994113576211616,0.25,0.25,0.7214583796079457,0.325105828568521,0.3142682005961794,0.5718492154201247,39.5517551327494,Low,1000000,100.0,0.01,0.03,0.5007503555176771,0.02001500711035354,2.001500711035354,20015.00711035354,30,668,6.68,Maintain existing vegetation and monitor future heat
8403_1452,13.048609916432513,77.46921195381071,4,4,35.682425834000014,36.02740659260002,40.399207983500034,0,0,0.35530597343117254,0.29452855426330227,0.05336329864803695,0.4698411342105828,3561.206390979277,0.14957112625,0.0,0.0,True,0.4403325770945122,0.0,0.0,0.947613094294783,0.6033933267237938,0.18704567025627572,0.4461027295751334,36.62384899365209,Low,1000000,100.0,0.01,0.03,0.5944852124921503,0.021889704249843003,2.1889704249843005,21889.704249843002,30,730,7.3,Maintain existing vegetation and monitor future heat
